batsman_id,batsman_name,bowler_id,bowler_name,comm_text,dismissal_type,inns,is_dismissal,match,over_ball,runs,series
46945,Vernon Philander,26421,Ravichandran Ashwin,"good length, pushed through flat on leg stump. Tapped to midwicket",,1.0,False,1122276,45.6,0,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,"short and wide outside off, left alone",,1.0,False,1122276,46.1,0,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,"<b>dropped.</b> Guess where? Dhawan springs to his left at third slip, just above waist height, has it covered, doesn't have it pouched. Length ball in the corridor, Maharaj looks to punch through cover with hard hands. Regulation catch",,1.0,False,1122276,46.2,1,18065
46945,Vernon Philander,326016,Bhuvneshwar Kumar,"bouncer just outside off, ducks under it",,1.0,False,1122276,46.3,0,18065
46945,Vernon Philander,326016,Bhuvneshwar Kumar,"bounce dropped too short, he can't hit that if he wants to. Doesn't even attempt",,1.0,False,1122276,46.4,0,18065
46945,Vernon Philander,326016,Bhuvneshwar Kumar,good length and just outside off. Jumps up at him as he puts in a stride. He adjusts to drop it into the covers,,1.0,False,1122276,46.5,1,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,<b>beats</b> the outside edge again. Length ball straightens outside off as Maharaj stabs at it,,1.0,False,1122276,46.6,0,18065
46945,Vernon Philander,26421,Ravichandran Ashwin,"full at middle stump, pushed to midwicket's left",,1.0,False,1122276,47.1,0,18065
46945,Vernon Philander,26421,Ravichandran Ashwin,"good length at off stump, defended off the outside half",,1.0,False,1122276,47.2,0,18065
46945,Vernon Philander,26421,Ravichandran Ashwin,"back of a length in the corridor, tapped to midwicket off the back foot",,1.0,False,1122276,47.3,0,18065
46945,Vernon Philander,26421,Ravichandran Ashwin,"short ball outside off, chopped to backward point",,1.0,False,1122276,47.4,0,18065
46945,Vernon Philander,26421,Ravichandran Ashwin,"full on middle stump, driven to long-on",,1.0,False,1122276,47.5,1,18065
267724,Keshav Maharaj,26421,Ravichandran Ashwin,"full at leg stump, flicked to midwicket's right",,1.0,False,1122276,47.6,1,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"bouncer, wide outside off. Left alone",,1.0,False,1122276,48.1,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"outswinging yorker, just outside off. Jams it out to mid-off",,1.0,False,1122276,48.2,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,<b>outside edge</b> rolls through the gap between gully and third slip. Plays inside the line as he presses forward and it's a thick edge,,1.0,False,1122276,48.3,4,18065
267724,Keshav Maharaj,481896,Mohammed Shami,shot. Very well balanced as he gets behind this. Playing inside the line upto this point. He's nicely behind this length ball outside off and punches with a high elbow through cover,,1.0,False,1122276,48.4,4,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"length in the corridor, pushed to cover from the crease",,1.0,False,1122276,48.5,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"good length outside off, left alone",,1.0,False,1122276,48.6,0,18065
46945,Vernon Philander,26421,Ravichandran Ashwin,"full at middle stump, flicked to deep midwicket",,1.0,False,1122276,49.1,1,18065
267724,Keshav Maharaj,26421,Ravichandran Ashwin,"full at off stump, defended down the pitch",,1.0,False,1122276,49.2,0,18065
267724,Keshav Maharaj,26421,Ravichandran Ashwin,"back of a length at off stump, flicked to midwicket off the back foot",,1.0,False,1122276,49.3,0,18065
267724,Keshav Maharaj,26421,Ravichandran Ashwin,"good length on middle stump, pushed to midwicket",,1.0,False,1122276,49.4,0,18065
267724,Keshav Maharaj,26421,Ravichandran Ashwin,<b>shot.</b> Superb. Tossed up on off stump. First time from Ashwin. Maharaj swings clean and hits it straight over him,,1.0,False,1122276,49.5,6,18065
267724,Keshav Maharaj,26421,Ravichandran Ashwin,"good length at middle stump, pushed to midwicket",,1.0,False,1122276,49.6,0,18065
46945,Vernon Philander,481896,Mohammed Shami,"<b>the leave of the century.</b> Philander has just managed to shoulder arms to a middle stump ball ad still find himself in. It's hooping in at a length, starting outside off. Fizzes over the stumps",,1.0,False,1122276,50.1,0,18065
46945,Vernon Philander,481896,Mohammed Shami,"<b>this one is too good</b> though. Leave or play, you're dead. Swings in from outside off, full, between bat and pad and gently kisses the top of middle stump",bowled,1.0,True,1122276,50.2,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"bouncer, too short, climbs over his front shoulder",,1.0,False,1122276,50.3,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"full and wide outside off, swinging away, past the outside edge as he drives",,1.0,False,1122276,50.4,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"full and wide outside off, left alone",,1.0,False,1122276,50.5,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"full and into the corridor, straightens past the outside edge as he wafts at it",,1.0,False,1122276,50.6,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"back of a length outside off, gets behind it nicely and punches to deep point's right",,1.0,False,1122276,51.1,2,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"good length and just outside off, pushed into the covers from the crease",,1.0,False,1122276,51.2,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,good length and into the pads. Can't get bat on the flick,,1.0,False,1122276,51.3,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"short ball coming into the corridor, stays inside the line and guides it past third slip expertly",,1.0,False,1122276,51.4,4,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"well he's confident now. Looks to take on this short ball coming in, tries to pull it over the midwicket boundary. But it climbs on him and he cops it on the body",,1.0,False,1122276,51.5,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"back of a length on leg stump, cops it on the pad again as he looks to glance. Single through the square leg region",,1.0,False,1122276,51.6,1,18065
267724,Keshav Maharaj,481896,Mohammed Shami,good length and drifting away outside off. Left alone,,1.0,False,1122276,52.1,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"short ball down leg side, leaves it",,1.0,False,1122276,52.2,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"good length and into the pads, deflected into the midwicket region with a flick",,1.0,False,1122276,52.3,1,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"back of a length outside off, hangs his bat and gets it down to third man off the outside edge",,1.0,False,1122276,52.4,1,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"back of a length in the corridor, tapped into the off side from the crease",,1.0,False,1122276,52.5,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"inswinger at off stump, good length. Solidly behind it to defend into the covers",,1.0,False,1122276,52.6,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"good length on middle and leg, Rabada is nicely behind the line",,1.0,False,1122276,53.1,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"a leading edge to cover. On a length on middle and leg, the ball moves away late, Rabada has closed the bat face too early",,1.0,False,1122276,53.2,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"on a length on middle and leg, thick inside edge through to deep square leg",,1.0,False,1122276,53.3,1,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,lovely shot from Maharaj. Goes back and just punches the ball through cover for three. Lovely timing too,,1.0,False,1122276,53.4,3,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"on the pads again, worked away into the gap at fine leg for one.",,1.0,False,1122276,53.5,1,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,"full and wide outside off, left alone. Maharaj looking quite handy",,1.0,False,1122276,53.6,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"nice and full around off, overpitched actually. Driven to mid-on",,1.0,False,1122276,54.1,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"132 kph, good length on middle and leg, Rabada misses a flick, struck on the thigh pad",,1.0,False,1122276,54.2,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,,,1.0,False,1122276,54.3,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"a run. Full and straight, skewed off the inside half to deep square leg. Good from these two.",,1.0,False,1122276,54.4,1,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,"full delivery outside off, beaten on the outside edge as he drives.",,1.0,False,1122276,54.5,0,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,"another nice stroke. Shortish and wide, Maharaj goes back and carves a cut to deep point for a couple. Another handy over for SA",,1.0,False,1122276,54.6,2,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"full outside off, 134 kph, driven to mid-off",,1.0,False,1122276,55.1,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"good length outside off, 133 kph, outside-halved to deep point for a run. Not jabbing at the ball",,1.0,False,1122276,55.2,1,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,"another nice single. 10 handy runs added since tea. Good length around off, worked to deep square leg",,1.0,False,1122276,55.3,1,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"138 kph, on the pads. Rabada falls over a flick, misses a clip and some runs",,1.0,False,1122276,55.4,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"good length around off, defended back, 139 kph",,1.0,False,1122276,55.5,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"hesitation but the run is completed. Full and straight, on-driven towards mid-on, who dives to his right. Rabada can't see if it has passed the fielder, Maharaj isn't sure if Rabada is running. It results in some hesitation",,1.0,False,1122276,55.6,1,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"good length outside off, left alone",,1.0,False,1122276,56.1,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"overpitched around off, driven back to the bowler",,1.0,False,1122276,56.2,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"good length on middle and leg, a hint of inward shape, pushed to mid-on",,1.0,False,1122276,56.3,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"lovely hit. A tad overpitched around off, drilled back to the bowler, lovely full face of the bat",,1.0,False,1122276,56.4,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"a very short delivery down leg, 136 kph, too high but not called. Rabada is hardly flustered",,1.0,False,1122276,56.5,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"good leave. A maiden from Bhuvneshwar. Short outside off, Rabada watches it carefully and sways out of the way",,1.0,False,1122276,56.6,0,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,"132 kph, a short delivery on middle and leg, Maharaj this time ducks",,1.0,False,1122276,57.1,0,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,"140 kph, full and straight on middle and leg, pushed to mid-on. A loud, late call of no from Maharaj. Rabada dives back in",,1.0,False,1122276,57.2,0,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,"short and wide outside off, smashed away to deep point. Superb shot from Maharaj",,1.0,False,1122276,57.3,1,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"full and straight, nudged away wide of mid-on for a run. Even Pandya can't stop the single",,1.0,False,1122276,57.4,1,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,"lovely leave from Maharaj. Short delivery outside off, seams back in prodigiously. Maharaj watches and watches and watches the ball before dropping his hands, arching his back and letting the ball go through. Fell over, superb sway",,1.0,False,1122276,57.5,0,18065
267724,Keshav Maharaj,625383,Jasprit Bumrah,"this is too short, on middle and leg, he lets it go",,1.0,False,1122276,57.6,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"full around off, 133 kph, driven to mid-on",,1.0,False,1122276,58.1,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"Rabada has Stokes-d that away. Full on middle and leg, he clears his front leg and swings, way over long-on. A very Stokes swing through the line too. May not score 258 but that looked good",,1.0,False,1122276,58.2,6,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"good length on middle and leg, nudged into the leg side, towards square leg for one. <strong>SA's 250 is up</strong>",,1.0,False,1122276,58.3,1,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,"looking for two, he will get there. Good length on middle and leg, inside-edged to deep square leg for a couple. Handy runs",,1.0,False,1122276,58.4,2,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,"good length outside off, throws his hands at that, goes past the outside edge",,1.0,False,1122276,58.5,0,18065
267724,Keshav Maharaj,326016,Bhuvneshwar Kumar,"good length outside off, hit away towards point",,1.0,False,1122276,58.6,0,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"on a length around off, blocked back",,1.0,False,1122276,59.1,0,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"leading edge again. On middle and leg, the ball takes the outside half and lobs away towards cover for a couple",,1.0,False,1122276,59.2,2,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"on the pads, clipped away through midwicket for a run.",,1.0,False,1122276,59.3,1,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"short delivery outside off, Maharaj ducks again",,1.0,False,1122276,59.4,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"good length on middle and leg, hit into the leg side, towards mid-on",,1.0,False,1122276,59.5,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"full outside off, inside-edged into the gap at backward square leg for a couple more.",,1.0,False,1122276,59.6,2,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"frustration for India as another ball pitches, moves away and beats the bat",,1.0,False,1122276,60.1,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"good length outside off, defended to point",,1.0,False,1122276,60.2,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"on a length outside off, pushed away to cover",,1.0,False,1122276,60.3,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"looks to drag the pull from well outside off but can't make contact. Short outside off, wrong shot selection, the ball goes over the bat",,1.0,False,1122276,60.4,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"nice yorker, on leg, jammed out",,1.0,False,1122276,60.5,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"ooh, beats the bat, good length outside off, the ball seams away and beats the bat",,1.0,False,1122276,60.6,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"a short delivery around off, Maharaj gets low, looking to pull but can't make contact. Beaten for pace",,1.0,False,1122276,61.1,0,18065
267724,Keshav Maharaj,625371,Hardik Pandya,"141 kph, short and wide outside off, carved away to deep backward point",,1.0,False,1122276,61.2,1,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"good length around off, defended into the off side",,1.0,False,1122276,61.3,0,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"beaten on the outside edge. Good length outside off, seams away and beats the bat. More frustration",,1.0,False,1122276,61.4,0,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"and again, 137 kph, good length outside off, the ball keeps low and beats the bat again",,1.0,False,1122276,61.5,0,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"and beaten again. Full outside off, seams away and the ball passes the bat for the nth time today",,1.0,False,1122276,61.6,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"seam. It has been there for the whole day, which is why making big hundreds is not going to be easy. Good length on off, jags back late to go through Maharaj, just over off stump",,1.0,False,1122276,62.1,0,18065
267724,Keshav Maharaj,481896,Mohammed Shami,"how's that? There is a direct hit at the batsman's end, and the third umpire is asked to confirm. Maharaj's laziness has cost South Africa here. Very poor from him. Ashwin catches him short. Driven to mid-on, Maharaj calls Rabada, but is sent back. He is left mid-pitch why Rabada hasn't responded well, and so spends a vital fraction of a second there before turning back. That cost him, as he is a couple of inches short. Very sloppy from Maharaj, the frustration was piling",run out,1.0,True,1122276,62.2,0,18065
47492,Dale Steyn,481896,Mohammed Shami,"walks right across, misses a flick, over leg stump",,1.0,False,1122276,62.3,0,18065
47492,Dale Steyn,481896,Mohammed Shami,"lovely delivery. Back of a length on off, Steyn sways out of the line and fends into the off side. He ain't forgetting these bouncers",,1.0,False,1122276,62.4,0,18065
47492,Dale Steyn,481896,Mohammed Shami,"goes jabbing at that and the ball passes the bat. Short outside off, some more oomph now. Beats the bat",,1.0,False,1122276,62.5,0,18065
47492,Dale Steyn,481896,Mohammed Shami,"<strong>edged, but short of Pujara</strong> at first slip. Kohli, at second slip, realised he had to go across to his left, but couldn't get there. A thick outside edge of a length delivery lands in front",,1.0,False,1122276,62.6,0,18065
550215,Kagiso Rabada,625371,Hardik Pandya,nicely flicked down to fine leg for a single,,1.0,False,1122276,63.1,1,18065
47492,Dale Steyn,625371,Hardik Pandya,"a thick outside edge down to third man for a couple. Ashwin runs to his left, labours down and stops the boundary with a dive. He has a smile on his face",,1.0,False,1122276,63.2,2,18065
47492,Dale Steyn,625371,Hardik Pandya,"lovely shot. Full outside off, Steyn walks across and drills a drive through mid-off. A top-order shot.",,1.0,False,1122276,63.3,4,18065
47492,Dale Steyn,625371,Hardik Pandya,bunted away to mid-off for a run. A tad too full again,,1.0,False,1122276,63.4,1,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"almost drags on. Short around off, Rabada looks to pull but is late on the shot. The ball trickles past the stumps",,1.0,False,1122276,63.5,0,18065
550215,Kagiso Rabada,625371,Hardik Pandya,"nicely worked off the hips for a couple, too straight from Pandya, not a great delivery",,1.0,False,1122276,63.6,2,18065
47492,Dale Steyn,481896,Mohammed Shami,"walks right across and shovels a flick through square leg for one. The right intent from Steyn, looking for runs",,1.0,False,1122276,64.1,1,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"137 kph, full around off, swinging back in, Rabada misses a drive, struck on the pad",,1.0,False,1122276,64.2,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"short and wide outside off, 135 kph, the ball goes past the half-cut",,1.0,False,1122276,64.3,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"132 kph, good length outside off, comes back in, defended",,1.0,False,1122276,64.4,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"short around off, flipped around the corner, to square leg",,1.0,False,1122276,64.5,1,18065
47492,Dale Steyn,481896,Mohammed Shami,"a slower delivery around off, nudged to fine leg for one",,1.0,False,1122276,64.6,1,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,"good length outside off, 132 kph, blocked",,1.0,False,1122276,65.1,0,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,"full around off, driven to mid-on",,1.0,False,1122276,65.2,0,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,"full outside off, Steyn walks right across and blocks to mid-off",,1.0,False,1122276,65.3,0,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,"full delivery outside off, blocked into the off side",,1.0,False,1122276,65.4,0,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,"another short delivery, bouncer on middle and leg. Steyn ducks",,1.0,False,1122276,65.5,0,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,"seam movement in, an optimistic appeal too. Good length delivery around off, Steyn misses a flick and is struck on the pad",,1.0,False,1122276,65.6,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"beaten on the outside edge. Good length outside off, the ball seams away and beats the bat",,1.0,False,1122276,66.1,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"full outside off, inviting the drive. Rabada goes after it but makes no contact",,1.0,False,1122276,66.2,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"good length outside off, smiles all around as the ball<strong> passes the bat yet again</strong>",,1.0,False,1122276,66.3,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"good length around off, punched from the back foot to mid-on",,1.0,False,1122276,66.4,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,and again. Beaten on the outside edge as Rabada flays with his feet rooted to the crease,,1.0,False,1122276,66.5,0,18065
550215,Kagiso Rabada,481896,Mohammed Shami,"bunted into the gap for one. Back of a length outside off, pushed through cover. Ashwin labours after it, hoping magic will prevent the ball from passing him",,1.0,False,1122276,66.6,1,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"nicely flicked away through backward square leg, on the pads from Bhuvneshwar, nudged away into the gap",,1.0,False,1122276,67.1,2,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"Saha has collected it, stunning take. On a length down leg, the ball flicks the thigh towards the keeper. Saha leaps away to his right",,1.0,False,1122276,67.2,0,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,shovelled into the gap at midwicket,,1.0,False,1122276,67.3,1,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,"full outside off, Steyn drives, the ball takes the outside half down to deep backward point",,1.0,False,1122276,67.4,1,18065
550215,Kagiso Rabada,326016,Bhuvneshwar Kumar,"a good short ball, around off, Rabada looks to pull but is late on the shot. Wide of mid-on for one",,1.0,False,1122276,67.5,1,18065
47492,Dale Steyn,326016,Bhuvneshwar Kumar,flicked beautifully into the gap at midwicket for two more. 21 runs these two have added,,1.0,False,1122276,67.6,2,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"good length around off, punched up towards mid-on",,1.0,False,1122276,68.1,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"short down leg, Rabada fails to connect with a pull, should have been put away through fine leg",,1.0,False,1122276,68.2,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"a hustling bouncer, on middle and off, Rabada is beaten for pace and height, unable to connect with a pull",,1.0,False,1122276,68.3,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"good length around off, beaten on the inside edge, the ball rolls away into the off side",,1.0,False,1122276,68.4,0,18065
550215,Kagiso Rabada,625383,Jasprit Bumrah,"on the pads again, 129 kph, Rabada misses a flick. Off the pad to square leg",,1.0,False,1122276,68.5,1,18065
47492,Dale Steyn,625383,Jasprit Bumrah,"overpitched and wide outside off, 140 kph, creeps underneath Steyn's bat",,1.0,False,1122276,68.6,0,18065
550215,Kagiso Rabada,26421,Ravichandran Ashwin,"flight outside off, driven away towards Ashwin in his follow-through",,1.0,False,1122276,69.1,0,18065
550215,Kagiso Rabada,26421,Ravichandran Ashwin,"on the pads, worked away to midwicket",,1.0,False,1122276,69.2,0,18065
550215,Kagiso Rabada,26421,Ravichandran Ashwin,"short, wide and caught behind! Rabada goes back, looking for the cut but fails to hit the ball cleanly. This is Cape Town, there is some extra bounce and the ball takes the top edge through to the keeper. Good take from the keeper",caught,1.0,True,1122276,69.3,0,18065
46538,Morne Morkel,26421,Ravichandran Ashwin,"flight outside off, lofted drive to long-off with bad timing",,1.0,False,1122276,69.4,1,18065
47492,Dale Steyn,26421,Ravichandran Ashwin,"the carrom ball outside off, defended back",,1.0,False,1122276,69.5,0,18065
47492,Dale Steyn,26421,Ravichandran Ashwin,"full delivery outside off, pushed away to long-off",,1.0,False,1122276,69.6,1,18065
47492,Dale Steyn,625383,Jasprit Bumrah,a low full toss is driven to mid-on,,1.0,False,1122276,70.1,0,18065
47492,Dale Steyn,625383,Jasprit Bumrah,"full around off, a thick inside edge into the pad as Steyn looks to deposit this into the grass over long-on",,1.0,False,1122276,70.2,0,18065
47492,Dale Steyn,625383,Jasprit Bumrah,"short delivery down leg, follows Steyn with an awkward angle. Steyn backs away, takes his eyes off the ball and somehow periscopes a volley back towards the bowler",,1.0,False,1122276,70.3,0,18065
47492,Dale Steyn,625383,Jasprit Bumrah,"a slower delivery outside off, dabbed towards third slip",,1.0,False,1122276,70.4,1,18065
46538,Morne Morkel,625383,Jasprit Bumrah,"full and straight, pushed back to the bowler",,1.0,False,1122276,70.5,0,18065
46538,Morne Morkel,625383,Jasprit Bumrah,"an ill-directed bouncer around off, ducks underneath does Morkel",,1.0,False,1122276,70.6,0,18065
47492,Dale Steyn,26421,Ravichandran Ashwin,"flat outside off, defended back",,1.0,False,1122276,71.1,0,18065
47492,Dale Steyn,26421,Ravichandran Ashwin,"slow outside off, the ball spinning back in, blocked",,1.0,False,1122276,71.2,0,18065
47492,Dale Steyn,26421,Ravichandran Ashwin,"the carrom ball around middle and leg, easily kept out",,1.0,False,1122276,71.3,0,18065
47492,Dale Steyn,26421,Ravichandran Ashwin,"flat outside off, another block",,1.0,False,1122276,71.4,0,18065
47492,Dale Steyn,26421,Ravichandran Ashwin,driven away towards long-on for a single,,1.0,False,1122276,71.5,1,18065
46538,Morne Morkel,26421,Ravichandran Ashwin,walks across and defends.,,1.0,False,1122276,71.6,0,18065
47492,Dale Steyn,625383,Jasprit Bumrah,"back of a length at off stump, backs into the leg side and taps it wide of mid-off",,1.0,False,1122276,72.1,1,18065
46538,Morne Morkel,625383,Jasprit Bumrah,"back of a length in the corridor, defended into the covers",,1.0,False,1122276,72.2,0,18065
46538,Morne Morkel,625383,Jasprit Bumrah,"short of a length and angled across off stump, slashes and misses",,1.0,False,1122276,72.3,0,18065
46538,Morne Morkel,625383,Jasprit Bumrah,"back of a length on middle stump, pushed down the pitch off the back foot",,1.0,False,1122276,72.4,0,18065
46538,Morne Morkel,625383,Jasprit Bumrah,"bouncer at middle stump, gets inside the line and hooks uppishly to deep square",,1.0,False,1122276,72.5,1,18065
47492,Dale Steyn,625383,Jasprit Bumrah,"lovely shot, but he's denied by Bumrah's toe. Overpitched on off stump, driven firmly back and Bumrah sticks his right boot out in the follow through",,1.0,False,1122276,72.6,0,18065
46538,Morne Morkel,26421,Ravichandran Ashwin,"<b>plumb in front</b> and that's the innings. Arm ball, seam pointing at leg stump, full and flat. He goes back, is beaten on the inside edge and trapped right in front of off stump",leg before wicket,1.0,True,1122276,73.1,0,18065
237095,Murali Vijay,46945,Vernon Philander,"searches for swing, but he drops it short. Back of a length and on the hips, shuffles and tucks it fine",,2.0,False,1122276,0.1,1,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"good length and in the corridor, angled across Dhawan. Left alone",,2.0,False,1122276,0.2,0,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"<b>outside edge</b> but some control as he loosens the grip late. Length ball, wobbling just outside off. Prods at it and it runs past gully",,2.0,False,1122276,0.3,4,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"<b>huge appeal</b> probably for caught-behind. This is a superb delivery, angled across and then nipping back in as it climbs and clips his thigh. Through to the keeper. Not out, no review",,2.0,False,1122276,0.4,0,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"oh beautiful. He's standing outside his crease. Length ball outside off, already there to the pitch with a half stride and drills this through extra cover",,2.0,False,1122276,0.5,4,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"back of a length on off stump, defended into the covers",,2.0,False,1122276,0.6,0,18065
237095,Murali Vijay,47492,Dale Steyn,"good length, wobbling at an off stump line. He gets very close to this and defends watchfully",,2.0,False,1122276,1.1,0,18065
237095,Murali Vijay,47492,Dale Steyn,"short and wide outside off, left alone",,2.0,False,1122276,1.2,0,18065
237095,Murali Vijay,47492,Dale Steyn,"oh we've missed this. Shapes it away from a length, just outside off. Proper bend away, like he'd never been gone. Left alone",,2.0,False,1122276,1.3,0,18065
237095,Murali Vijay,47492,Dale Steyn,"good length and shaping away, left alone",,2.0,False,1122276,1.4,0,18065
237095,Murali Vijay,47492,Dale Steyn,"looks to swing a full one out from middle stump, but this angles down leg and he can't get bat on the flick",,2.0,False,1122276,1.5,0,18065
237095,Murali Vijay,47492,Dale Steyn,"back of a length just outside off, left alone",,2.0,False,1122276,1.6,0,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"good length and just outside off, left alone",,2.0,False,1122276,2.1,0,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"back of a length on middle stump, dabbed to square leg off the back foot",,2.0,False,1122276,2.2,0,18065
28235,Shikhar Dhawan,46945,Vernon Philander,"back of a length just outside off, gets in line and taps it on the up through cover",,2.0,False,1122276,2.3,1,18065
237095,Murali Vijay,46945,Vernon Philander,<b>lbw appeal has been reviewed.</b> Vijay looks to leave and is struck on the back thigh guard as this nips back in. It hit him outside the line for sure. Has it done enough to hit the stumps? It hasn't. Decision stands. Not a very smart review in hindsight. They lose one.,,2.0,False,1122276,2.4,0,18065
237095,Murali Vijay,46945,Vernon Philander,"good length outside off, defended on the front foot",,2.0,False,1122276,2.5,0,18065
