batsman_id,batsman_name,bowler_id,bowler_name,comm_text,dismissal_type,inns,is_dismissal,match,over_ball,runs,series
230852,Dean Elgar,326016,Bhuvneshwar Kumar,"starts with a poor delivery. Drifts down leg for an ODI wide, some inward shape to the left-hander",,1.0,False,1122276,0.1,0,18065
230852,Dean Elgar,326016,Bhuvneshwar Kumar,"and again. Full but swinging down leg, Elgar tries to flick it down for four but it's too wide. Another ODI wide down the leg side",,1.0,False,1122276,0.2,0,18065
230852,Dean Elgar,326016,Bhuvneshwar Kumar,"and India strike in the first over! A perfect comeback from Bhuvneshwar. After two leg side deliveries, he finds the one that seams away. Pitches on middle and leg, and because of that line, Elgar is caught into playing. Elgar pokes at the ball. The length is good too, not seaming away too much to beat the outside edge or seaming too less to find the outside half. A thin outside edge is easily taken by Saha. The ideal start for India.",caught,1.0,True,1122276,0.3,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,"oh wow. That has pitched on a length outside off, 132 kph, and moved away prodigiously to beat the bat. It's <b>a jaffa</b> that even the quality of Amla can't get close to. A little less seam movement would have had Amla",,1.0,False,1122276,0.4,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,strays down leg this time,,1.0,False,1122276,0.5,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,"and again! What an over to start from India. Sensational start. Slightly fuller outside off, the ball pitched and seams away very late. Amla is opened up as he tries to defend. He'll now change his technique, play late, close to his body",,1.0,False,1122276,0.6,0,18065
600498,Aiden Markram,481896,Mohammed Shami,"BAT on BALL! 135 kph, full around off, not much swing or seam. Markram gets forward to defend. That's a confident stride",,1.0,False,1122276,1.1,0,18065
600498,Aiden Markram,481896,Mohammed Shami,"a bit of swing but very wayward. Full and wide, swinging away, an ODI wide again. Markram ain't bothered",,1.0,False,1122276,1.2,0,18065
600498,Aiden Markram,481896,Mohammed Shami,"full delivery outside off, Markram gets a massive stride forward to defend. The <strong>difference in length is</strong> discernible, Shami is much fuller, seeing if swing is there",,1.0,False,1122276,1.3,0,18065
600498,Aiden Markram,481896,Mohammed Shami,"full and wide outside off, some late away shape. Left alone watchfully. Some probing bowling already",,1.0,False,1122276,1.4,0,18065
600498,Aiden Markram,481896,Mohammed Shami,"good length outside off, defended towards point. 140 kph. A loud collective yelp of joy from the Newlands faithful",,1.0,False,1122276,1.5,1,18065
43906,Hashim Amla,481896,Mohammed Shami,"squeezed away into the leg side, towards midwicket. Full again, around off, Amla gets his bat down at an awkward angle, which is why the ball skews off the inside half past square leg, as opposed to mid-on",,1.0,False,1122276,1.6,2,18065
600498,Aiden Markram,326016,Bhuvneshwar Kumar,"good length outside off, shortish and wide, left alone",,1.0,False,1122276,2.1,0,18065
600498,Aiden Markram,326016,Bhuvneshwar Kumar,"superb bowling. With the ball swinging, that's a terrific length. Full outside off, and then the ball jags away like a legbreak, leaving the outside edge useless",,1.0,False,1122276,2.2,0,18065
600498,Aiden Markram,326016,Bhuvneshwar Kumar,"very good again. Around off, fuller than a good length, defended",,1.0,False,1122276,2.3,0,18065
600498,Aiden Markram,326016,Bhuvneshwar Kumar,"full and wide outside off, 133 kph, Markram thinks of driving but bails out late",,1.0,False,1122276,2.4,0,18065
600498,Aiden Markram,326016,Bhuvneshwar Kumar,"lovely shot. A tad overpitched and Markram gets forward and punches a delectable drive through mid-off. Full face of the bat, not over-hit. Let his timing take it away. First boundary of the series",,1.0,False,1122276,2.5,4,18065
600498,Aiden Markram,326016,Bhuvneshwar Kumar,"given! Two wickets in two overs from Bhuvneshwar. Markram doesn't review. And India have two in three overs. This one has seamed back in prodigiously after pitching, the previous ones moved away. So Markram is very late in getting his bat down. He then bails out of the stroke, the ball doesn't care, it keeps seaming in to hit Markram just outside off, but the lbw rule doesn't care. No shot offered. A review would not have helped Markram. Sensational swing bowling",leg before wicket,1.0,True,1122276,2.6,0,18065
43906,Hashim Amla,481896,Mohammed Shami,"on the pads, nudged down to fine leg for one.",,1.0,False,1122276,3.1,1,18065
44936,AB de Villiers,481896,Mohammed Shami,and away with four easy runs. On the pads goes Shami and AB tickles him away through square leg for four. Not quite found his line just yet. It's still the right length though,,1.0,False,1122276,3.2,4,18065
44936,AB de Villiers,481896,Mohammed Shami,"very wide outside off, full and swinging away late, left alone",,1.0,False,1122276,3.3,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"terrific ball. Full around off, de Villiers gets behind the line to defend. A bit of seam movement from there is lethal",,1.0,False,1122276,3.4,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"good length around off, 137 kph, de Villiers hangs on the back foot and dabs to point. Needs to be a foot fuller than that",,1.0,False,1122276,3.5,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"nice finish. On a length around middle and leg, some late away shape leaves de Villiers squared up as he defends",,1.0,False,1122276,3.6,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,"full delivery outside off, moves away too much again. No way Amla is sparring at that, plays the line and allows himself to be beaten",,1.0,False,1122276,4.1,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,"full and very wide, overpitched half-volley but with the pressure on, Amla is happy to let that one go",,1.0,False,1122276,4.2,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,"good length outside off, 137 kph, some steep climb, left alone. Another good leave",,1.0,False,1122276,4.3,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,"another fine leave. It swings back in this time, outside off, moves back in, but Amla knows it's far too wide to cause him trouble so left alone",,1.0,False,1122276,4.4,0,18065
43906,Hashim Amla,326016,Bhuvneshwar Kumar,"135 kph, Amla edges off and South Africa are tottering! Good length outside off, it moves away late, but Amla rather inexplicably jabs at it. With that away seam movement, that shot is always fraught with risk, a thick outside edge is taken by the keeper. It's a loose shot, and SA are 12 for 3 within the first 22 minutes of the first Test.",caught,1.0,True,1122276,4.5,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"good single. Good length outside off, Faf prods at it, pushes at it in front of point for a run. Positive intent.",,1.0,False,1122276,4.6,1,18065
44828,Faf du Plessis,481896,Mohammed Shami,"full around off, defended back. 138 kph. That's a very good delivery",,1.0,False,1122276,5.1,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"on a length around off, du Plessis solidly behind the line.",,1.0,False,1122276,5.2,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"on the pads, du Plessis falls over a flick, struck on the pad but going down.",,1.0,False,1122276,5.3,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"great leave. On a length outside off, du Plessis lifts his hands high and lets it go.",,1.0,False,1122276,5.4,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good length outside off, 136 kph, another nice, positive leave",,1.0,False,1122276,5.5,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"132 kph. Shami found his rhythm in that over, but it was well played too. Good length outside off, left alone",,1.0,False,1122276,5.6,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"good length around off, de Villiers opens up his stance slightly and punches to point.",,1.0,False,1122276,6.1,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"ooh, full delivery outside off, de Villiers strides forward but inside-edges the ball into his pad. An appeal but quickly shot down",,1.0,False,1122276,6.2,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"full delivery outside off, 131 kph, left alone well. Probing away",,1.0,False,1122276,6.3,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"on the pads, nudged down to fine leg for a couple. Good running from AB",,1.0,False,1122276,6.4,2,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"looking to flay a drive through the covers but the ball seams back in, de Villiers' drive bounces over the bowler and hots the stumps at the bowler's end",,1.0,False,1122276,6.5,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"135 kph, fullish outside off, dabbed away towards point",,1.0,False,1122276,6.6,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good length outside off, 135 kph, a set of stumps wide outside off. Du Plessis leaves",,1.0,False,1122276,7.1,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"<b>beats the bat</b>, fuller than a good length outside off, du Plessis pokes, beaten on the outsid edge",,1.0,False,1122276,7.2,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"fullish length on a fourth-stump line, defended back confidently.",,1.0,False,1122276,7.3,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"seam movement. On a length around 132 kph, seams back in and beats Faf on the inside edge, struck on the back thigh pad",,1.0,False,1122276,7.4,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good length around off, 135 kph, right behind the line, head over the ball",,1.0,False,1122276,7.5,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good end. Another maiden. Full and wide outside off, the ball moves away and du Plessis lets it go. Played that over nicely",,1.0,False,1122276,7.6,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"through cover point for four. I don't think Bhuvneshwar should mind that, full outside off, swinging away. The problem here was that it was too full, so de Villiers could come forward and slice the ball off the outside half",,1.0,False,1122276,8.1,4,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"counter-attacking from AB. Full and wide outside off, de Villiers lets his hands through the line and drives through cover. Massive holes there, clever batting.",,1.0,False,1122276,8.2,4,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"good length outside off, 136 kph, left alone",,1.0,False,1122276,8.3,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,short and wide and de Villiers goes after it. Slashed over point for four. Think he intentionally went from down to up so that the ball goes in the air,,1.0,False,1122276,8.4,4,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"nailed! What de Villiers has done is force the pressure back on Bhuvneshwar, who dishes it out short and wide. Boom through point for four with a cut. Fantastic batting.",,1.0,False,1122276,8.5,4,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"exceptional batting. The best ball of the over, full outside off, AB gets forward and defends towards cover, calls for a run and du Plessis responds well",,1.0,False,1122276,8.6,1,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"nicely bowled actually. Full and straight, looking for the lbw. 141 kph, nudged down to fine leg",,1.0,False,1122276,9.1,1,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"good length outside off, left alone. Du Plessis not getting carried away",,1.0,False,1122276,9.2,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"138 kph, nice carry. Full delivery outside off, the ball keeps bouncing, left alone. Carried at shoulder height to the keeper",,1.0,False,1122276,9.3,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"139 kph, attacking the stumps again, full around off, flicked down to fine leg. Needed some bat",,1.0,False,1122276,9.4,1,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"140 kph, another good leave, good delivery and fine take. Full outside off, lots of seam movement back in. De Villiers knows it's wide enough, left alone. Saha dives away to his left to collect with one hand",,1.0,False,1122276,9.5,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"great first over from Bumrah. Full outside off, a large front-foot stride, left alone",,1.0,False,1122276,9.6,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"136 kph, full delivery outside off, a thick outside edge dies down towards third slip. The fielder dives to his right to save runs",,1.0,False,1122276,10.1,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"hits du Plessis in an uncomfortable spot. Full delivery around off, du Plessis is beaten on the inside edge, struck in the groin area. Needs a few seconds",,1.0,False,1122276,10.2,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"good single. Full around off, pushed out to mid-on. Ashwin is slightly deep, so the run is easy.",,1.0,False,1122276,10.3,1,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"shuffles right across, full outside off. If he was taking leg-stump guard, he could have driven that through cover, but because he has moved, he has to defend. It's like bowling to Steven Smith, the off stump changes",,1.0,False,1122276,10.4,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"in the gap for four. It was a terrific delivery, shortish outside off, the ball moves away late, takes the outside edge. But he has played it soft hands, lets the ball die down. Through gully",,1.0,False,1122276,10.5,4,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"that's why Bhuvneshwar shouldn't mind being driven. Full outside off, the ball swings away late, but too much to find the outside edge. De Villiers' balance is all off too as he misses a drive. Superb bowling",,1.0,False,1122276,10.6,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"on a length but wide outside off, du Plessis is not interested",,1.0,False,1122276,11.1,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"<strong>fantastic cricket this</strong>. The bowling is accurate, the batsmen know what they have to do for now. Full outside off, du Plessis strides forward and blocks in front of point. De Villiers sprints through.",,1.0,False,1122276,11.2,1,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"cuts him in half. That's that awkward angle again. His point of release is so straight but because of his arms coming at an awkward angle, he can generate that seam movement. Goes through",,1.0,False,1122276,11.3,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"byes! And again. Slightly fuller outside off, cuts back in prodigiously to beat de Villiers on the inside edge. Keeps moving and Saha can't collect either. Palms it away but fine leg cleans up",,1.0,False,1122276,11.4,2,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"fullish outside off, left alone",,1.0,False,1122276,11.5,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"full around off, a thick inside edge into the pad. Superb over from Bumrah, but India won't rest easy till de Villiers is still there",,1.0,False,1122276,11.6,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"131 kph, superb bowling. Full outside off, moving away late. But du Plessis knows that if it's moving away, he is fine so he plays the line",,1.0,False,1122276,12.1,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"bounce! Good length around off, closer to the off stump than the previous delivery. Keeps climbing and du Plessis rides it well. <b>One of the best periods of cricket in a long time</b>",,1.0,False,1122276,12.2,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"on a length around off again, moves away, off the outside half towards point",,1.0,False,1122276,12.3,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"129 kph, on off and middle, worked away towards midwicket",,1.0,False,1122276,12.4,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"late on it. Full outside off, du Plessis is far too late on it. Think he expected that one to move away but it did not. Beaten on the outside edge",,1.0,False,1122276,12.5,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"full around off, 133 kph, nudged towards square leg. Maiden!",,1.0,False,1122276,12.6,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,length and speared in at off stump. Waits late to get the bat down on this forward block,,1.0,False,1122276,13.1,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"140kph, length and wide outside off. He's getting that steep climb that comes with the action. This one is left alone easily though",,1.0,False,1122276,13.2,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"oh lovely. 143kph and angled in at off stump from wide of the crease. De Villiers has to hurry to get in position and almost falls over into the off side, but manages to block it solidly towards mid-on",,1.0,False,1122276,13.3,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"back of a length and just outside off, stabs it through point off the inside half",,1.0,False,1122276,13.4,1,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"<b>gets a glove</b> but it's past the keeper down leg side. Faf very late on it after deciding to pull. It climbs up sharply - not the most well directed short ones, it's going down leg, but he goes after it",,1.0,False,1122276,13.5,4,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"good length and in at off stump, defended solidly",,1.0,False,1122276,13.6,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"<b>inside edge</b> on a very loose prod outside off from de Villiers, but he gets four. It's back of a length in the corridor and nips back in. He's aerial as he tries to punch through the covers, gets a boundary to fine leg",,1.0,False,1122276,14.1,4,18065
44936,AB de Villiers,481896,Mohammed Shami,"<b>gorgeous.</b> How do you get on top of this guy? It's a similar to the last one, nipping back into the corridor from back of a length. This time the feet are more decisive, and the balance more pure. Gets the bat from under the ball and whips it through midwicket. Stunning",,1.0,False,1122276,14.2,4,18065
44936,AB de Villiers,481896,Mohammed Shami,"back of a length at off stump, blocked into the off side",,1.0,False,1122276,14.3,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"short and wide outside off, cuts forecefully, but straight to backward point",,1.0,False,1122276,14.4,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"back of a length at middle stump, defended to midwicket off the back foot",,1.0,False,1122276,14.5,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"back of a length in the corridor, left alone",,1.0,False,1122276,14.6,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"nicely done. Leans into the full ball outside off and gets to the pitch. That helps him counter the marginal movement away and after that, the wrists comes in nicely to caress this through extra cover",,1.0,False,1122276,15.1,4,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"another. Fuller from Bumrah, less of a stride from Faf. It's right under his eyes and he taps it past the bowler. Mid-off is too wide",,1.0,False,1122276,15.2,4,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"length ball in at middle and leg, shuffles across and deflects towards fine leg off his pad as he fends at this",,1.0,False,1122276,15.3,1,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"good length outside off, nips away off the seam but he's leaving this",,1.0,False,1122276,15.4,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"length outside off, dead-batted into the off side",,1.0,False,1122276,15.5,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"back of a length and in the corridor, pokes at it away from the body and gets a big inside edge onto back pad",,1.0,False,1122276,15.6,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good length and in the corridor, defended down the pitch",,1.0,False,1122276,16.1,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"back of a length and just outside off, looks to have gripped in the surface as Faf pushes on the up to wide mid-off",,1.0,False,1122276,16.2,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"<b>an edge has been taken by Kohli</b> at second slip, but no one is sure if that has carried. Soft signal not out as the umpire's go upstairs. First look - Kohli's right palm doesn't look to have made an action to scoop the ball up like you would see in low catches like this...yep, that is given not out. That was a length ball in the corridor that straightened on Faf. He went after it with soft hands",,1.0,False,1122276,16.3,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good length and wide outside off, left alone",,1.0,False,1122276,16.4,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"full and closer to the batsman this time, putting it up there for a drive. It nips away, Faf leaves",,1.0,False,1122276,16.5,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,<b>beaten</b> on the outside edge as he puts in a big stride outside off. Another one straightens off the pitch,,1.0,False,1122276,16.6,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"good length and in at off stump, defended from the crease with a full face",,1.0,False,1122276,17.1,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"back of a length at off stump, defended on the back foot",,1.0,False,1122276,17.2,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"back of a length in the corridor, looks to drag this with a short-arm pull but gets an inside edge onto thigh",,1.0,False,1122276,17.3,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"overpitched outside off stump, half a stride, full face, tapped past the bowler who can't stop it in his follow through, high to his left",,1.0,False,1122276,17.4,4,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"back of a length at off stump, gets behind the line and drops it into the covers with soft hands to steal the single",,1.0,False,1122276,17.5,1,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"good length and in at the corridor, defended back to the bowler",,1.0,False,1122276,17.6,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"length on middle stump, blocked on the front foot",,1.0,False,1122276,18.1,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"good length and in the corridor, defended to mid-off",,1.0,False,1122276,18.2,0,18065
44936,AB de Villiers,481896,Mohammed Shami,"back of a length in the corridor, pushed to mid-off's left",,1.0,False,1122276,18.3,1,18065
44828,Faf du Plessis,481896,Mohammed Shami,"back of a length in the corridor, 140kph. Zips away with bounce. Off stump covered nicely as he leaves",,1.0,False,1122276,18.4,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"nicely bowled, but Faf is solid. Brings this in towards middle stump, but is met with the full face of the bat",,1.0,False,1122276,18.5,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"back of a length at off stump, right behind this to defend into the leg side",,1.0,False,1122276,18.6,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"back of a length at off stump, squeezed into the leg side with a closed face",,1.0,False,1122276,19.1,1,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"back of a length outside off, left alone",,1.0,False,1122276,19.2,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,outside edge dies and is into the turf as he defends on the front foot with soft hands. Dhawan leaps one-handed to his right at third slip and stops,,1.0,False,1122276,19.3,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"<b>big appeal for lbw</b> as du Plessis falls over into the off side after missing a flick. This is full and striking him at an angle, and is probably going down leg",,1.0,False,1122276,19.4,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"good length outside off, left alone",,1.0,False,1122276,19.5,0,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"back of a length and jagging back in sharply, left alone in the corridor",,1.0,False,1122276,19.6,0,18065
44936,AB de Villiers,481896,Mohammed Shami,good length and just outside off. Not to the pitch of this but he uses his wrists to adjust and punch on the rise through extra cover,,1.0,False,1122276,20.1,3,18065
44828,Faf du Plessis,481896,Mohammed Shami,good length and shaping away outside off. Leans in and opens the face to slice to point. Loose shot,,1.0,False,1122276,20.2,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"back of a length in the corridor, closer to it this time as he taps to point off the back foot",,1.0,False,1122276,20.3,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,"shot. Classy stuff from Faf. Length ball coming in to him and he manages to get the bat in front of his pads at an off stump line, flicking with perfect timing to place this past midwicket",,1.0,False,1122276,20.4,4,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good length and wide outside off, left alone",,1.0,False,1122276,20.5,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,back of a length and climbing sharply as it shapes way. Faf raises his arms and allows it safe passage,,1.0,False,1122276,20.6,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"143kph, good length and angled in outside off, left alone",,1.0,False,1122276,21.1,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"good length on off stump, taps it towards the non-striker",,1.0,False,1122276,21.2,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"inside edge onto back leg as he gets on top of this to try and punch through cover. It was angled in at him, and he was reaching out a touch",,1.0,False,1122276,21.3,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"crashes into the pad as he sits in the crease to a length ball. Expected that to climb, it appears, but that gets him on the knee roll. Going down leg. Leg byes at square leg",,1.0,False,1122276,21.4,1,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"144kph, overpitched and wide outside off. Reaches out and gets it right off the toe-end with the cover drive, but that's enough. No fielder in the covers",,1.0,False,1122276,21.5,4,18065
44828,Faf du Plessis,625383,Jasprit Bumrah,"short ad wide outside off, gets on top of it easily and punches through the cover region",,1.0,False,1122276,21.6,4,18065
44936,AB de Villiers,481896,Mohammed Shami,"<b>fifty</b> for De Villiers, brought up with a stroke that sums it up. He's only looked to attack today. Attacks this too, it's short of a length and shaping away off the pitch. He shuffles and gets behind the line to crash it through the covers",,1.0,False,1122276,22.1,4,18065
44936,AB de Villiers,481896,Mohammed Shami,"back of a length and in at leg stump, deflected into the midwicket region as he looks to whip this",,1.0,False,1122276,22.2,1,18065
44828,Faf du Plessis,481896,Mohammed Shami,"good length on middle stump, shuffles and clips through square leg",,1.0,False,1122276,22.3,2,18065
44828,Faf du Plessis,481896,Mohammed Shami,"back of a length and nips off the pitch, away from the batsman. He gets on top of the bounce and stabs it wide of mid-off. Rejects the run",,1.0,False,1122276,22.4,0,18065
44828,Faf du Plessis,481896,Mohammed Shami,full and shaping away slightly outside. Leans in nicely and pushes straight to mid-off...where Bhuvneshwar lets that through and gives them two,,1.0,False,1122276,22.5,2,18065
44828,Faf du Plessis,481896,Mohammed Shami,bouncer dug in too short. Sails above him and forces a one-handed grab from Saha,,1.0,False,1122276,22.6,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"good length just outside off, nips back in late. But he's shuffled and is behind this. Dead-batted into the turf",,1.0,False,1122276,23.1,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"back of a length on middle stump, shuffles across and rolls his wrists on top of this to guide it to fine leg",,1.0,False,1122276,23.2,1,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"short and wide outside off, left alone",,1.0,False,1122276,23.3,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"good length and swinging outside off, left alone",,1.0,False,1122276,23.4,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"short and wide outside off, reaches out for for the cut. Toe-ends it to mid-off",,1.0,False,1122276,23.5,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"good length in the corridor, defended to point on the front foot",,1.0,False,1122276,23.6,0,18065
44936,AB de Villiers,625371,Hardik Pandya,"short and wide outside off, left alone",,1.0,False,1122276,24.1,0,18065
44936,AB de Villiers,625371,Hardik Pandya,"<b>squares him up</b> with one that straightens after pitching. It was angled in at leg stump, AB was shaping to drive through mid-on. Leading edge towards mid-off instead",,1.0,False,1122276,24.2,0,18065
44936,AB de Villiers,625371,Hardik Pandya,good length and crashing into the pads at a leg stump line as he looks to flick this,,1.0,False,1122276,24.3,0,18065
44936,AB de Villiers,625371,Hardik Pandya,"full and swinging away outside off, driven on the rise to mid-off",,1.0,False,1122276,24.4,0,18065
44936,AB de Villiers,625371,Hardik Pandya,"good length on off stump, allows it to come on and pushes it into the open midwicket region",,1.0,False,1122276,24.5,1,18065
44828,Faf du Plessis,625371,Hardik Pandya,"full and wide outside off, inside edge onto front foot as he looks to drive away from the body",,1.0,False,1122276,24.6,0,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"oh what a shot. 135kph ball in the corridor, just short of a good length. It's barely waist height as he springs on the front foot and pulls through midwicket. There's a deep square leg now, who can't get anywhere near that",,1.0,False,1122276,25.1,4,18065
44936,AB de Villiers,326016,Bhuvneshwar Kumar,"length on middle stump, pushed into the midwicket region with soft hands",,1.0,False,1122276,25.2,1,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"short and wide outside off, left alone",,1.0,False,1122276,25.3,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"full on off stump, checks his drive to mid-off",,1.0,False,1122276,25.4,0,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"back of a length outside off, climbs with the bounce, gets behind the line, slices it past backward point",,1.0,False,1122276,25.5,4,18065
44828,Faf du Plessis,326016,Bhuvneshwar Kumar,"good length and wide outside off, left alone",,1.0,False,1122276,25.6,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,flipped to midwicket to start off the next session,,1.0,False,1122276,26.1,2,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"full and wide to start outside off, left alone nicely",,1.0,False,1122276,26.2,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"140 kph, shortish and wide outside off, slapped to cover. Better batting conditions now, that swing has ceased",,1.0,False,1122276,26.3,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"whew, what was that? 139 kph, seam? Crack? Good length outside off, de Villiers tries to defend but the ball jags away late and beats the bat. Can't do much",,1.0,False,1122276,26.4,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"full and wide again, left alone, 136 kph. De Villiers waiting for Bumrah to come to him",,1.0,False,1122276,26.5,0,18065
44936,AB de Villiers,625383,Jasprit Bumrah,"full around off, 138 kph, defended to cover",,1.0,False,1122276,26.6,0,18065
